date,formation_date,gross_ret,net_ret,bench_ret,spread_gross,n_eligible,n_held,turnover,cost
2006-02-28,2006-01-31,-0.004861793168247586,-0.007361793168247586,-4.3675553870923326e-05,0.08358587208007338,62,6,1.0,0.0025
2006-03-31,2006-02-28,0.08323952689896426,0.08240619356563092,0.015151113975650096,0.15709244146329446,62,6,0.3333333333333333,0.0008333333333333333
2006-04-30,2006-03-31,0.11826718636684368,0.11660051970017701,0.050441678248170634,0.08944772218107515,64,6,0.6666666666666666,0.0016666666666666666
2006-05-31,2006-04-30,-0.0705104026859991,-0.07217706935266577,-0.07708475446617222,-0.06134244725811291,65,6,0.6666666666666666,0.0016666666666666666
2006-06-30,2006-05-31,-0.081656330116068,-0.081656330116068,-0.04660438007159539,-0.09796134782774014,65,6,0.0,0.0
2006-07-31,2006-06-30,0.07622563285944157,0.07622563285944157,0.004591111012627996,0.08684488849761676,65,6,0.0,0.0
2006-08-31,2006-07-31,-0.0569175866855689,-0.05858425335223556,0.018636562928474293,-0.016318745339593155,69,6,0.6666666666666666,0.0016666666666666666
2006-09-30,2006-08-31,-0.023155775405661067,-0.0239891087389944,0.009937742740514562,-0.058074120242301686,69,6,0.3333333333333333,0.0008333333333333333
2006-10-31,2006-09-30,0.10127767997851368,0.09877767997851368,0.08196486554304826,-0.04034041857605759,69,6,1.0,0.0025
2006-11-30,2006-10-31,0.040374431513179175,0.03954109817984584,0.04092166778037976,-0.09458640759249626,69,6,0.3333333333333333,0.0008333333333333333
2006-12-31,2006-11-30,-0.027134374434026182,-0.027134374434026182,-0.0789176482104446,0.14109423649889777,69,6,0.0,0.0
2007-01-31,2006-12-31,-0.10448540218088348,-0.10615206884755014,-0.06111993082345877,-0.0393085853943108,69,6,0.6666666666666666,0.0016666666666666666
2007-02-28,2007-01-31,0.07753713547133223,0.07587046880466557,0.045312390695532216,0.020386552849589012,69,6,0.6666666666666666,0.0016666666666666666
2007-03-31,2007-02-28,0.007652581875895181,0.005985915209228514,0.0005454367974763577,0.05431382515883967,69,6,0.6666666666666666,0.0016666666666666666
2007-04-30,2007-03-31,0.10689602628456678,0.10522935961790011,0.050166504420518454,0.05173900105287581,69,6,0.6666666666666666,0.0016666666666666666
2007-05-31,2007-04-30,0.061629304958313334,0.05996263829164667,0.05829899125753643,-0.06886976178496534,69,6,0.6666666666666666,0.0016666666666666666
2007-06-30,2007-05-31,0.07552667689319081,0.07386001022652415,0.08364545744806898,-0.08214173987146714,69,6,0.6666666666666666,0.0016666666666666666
2007-07-31,2007-06-30,0.1891887329830769,0.18835539964974357,0.09322621183566335,-0.00035582304078651816,69,6,0.3333333333333333,0.0008333333333333333
2007-08-31,2007-07-31,-0.046395656828741104,-0.048538513971598245,-0.06729393199438181,0.0377490952542339,71,7,0.8571428571428571,0.002142857142857143
2007-09-30,2007-08-31,0.1198808286470858,0.11845225721851436,0.030979925486991536,0.11181836653151955,71,7,0.5714285714285714,0.0014285714285714286
2007-10-31,2007-09-30,0.0046361604957136605,0.003207589067142232,0.029798461499213526,-0.04877780596183138,73,7,0.5714285714285714,0.0014285714285714286
2007-11-30,2007-10-31,-0.06768553940955872,-0.06911411083813015,-0.05444139497624929,0.00932625234353271,73,7,0.5714285714285714,0.0014285714285714286
2007-12-31,2007-11-30,-0.011446760021384497,-0.012875331449955925,0.008331876187094666,-0.00015078523531702158,73,7,0.5714285714285714,0.0014285714285714286
2008-01-31,2007-12-31,-0.10852241397149243,-0.10995098540006386,-0.08084902833224579,-0.033835230650946665,73,7,0.5714285714285714,0.0014285714285714286
2008-02-29,2008-01-31,0.12719961702898847,0.12577104560041705,0.06414394441961285,0.025129483510369227,75,7,0.5714285714285714,0.0014285714285714286
2008-03-31,2008-02-29,-0.032074119373918894,-0.034216976516776035,-0.015727377578732108,0.013635985397135397,75,7,0.8571428571428571,0.002142857142857143
2008-04-30,2008-03-31,0.04487479059002001,0.04273193344716287,0.02173524224887797,0.01354841765439379,75,7,0.8571428571428571,0.002142857142857143
2008-05-31,2008-04-30,0.05810804976418452,0.05596519262132738,-0.011364479922063686,0.04520897584668035,75,7,0.8571428571428571,0.002142857142857143
2008-06-30,2008-05-31,-0.03915978312782913,-0.03987406884211485,-0.09784578509633798,0.08323512444785316,75,7,0.2857142857142857,0.0007142857142857143
2008-07-31,2008-06-30,-0.1548611981959471,-0.15628976962451852,-0.10025521715263416,-0.07895719771695173,75,7,0.5714285714285714,0.0014285714285714286
2008-08-31,2008-07-31,-0.10481904435950017,-0.1062476157880716,-0.0019409782346085493,-0.05081233802333598,72,7,0.5714285714285714,0.0014285714285714286
2008-09-30,2008-08-31,-0.17148098658854588,-0.1721952723028316,-0.1328734083620258,-0.05607611007021758,72,7,0.2857142857142857,0.0007142857142857143
2008-10-31,2008-09-30,-0.3849969211938426,-0.38642549262241405,-0.3504808660970176,0.004255706872816567,72,7,0.5714285714285714,0.0014285714285714286
2008-11-30,2008-10-31,0.02325808746608136,0.020400944608938505,-0.06984339669908042,0.07285099924244214,72,7,1.1428571428571428,0.002857142857142857
2008-12-31,2008-11-30,0.05270924779336509,0.05056639065050795,0.1749050305243231,-0.1594926255895537,74,7,0.8571428571428571,0.002142857142857143
2009-01-31,2008-12-31,-0.035811648692644416,-0.03724022012121585,0.020950092721566962,-0.1926285069019166,74,7,0.5714285714285714,0.0014285714285714286
2009-02-28,2009-01-31,-0.02595118873851852,-0.02737976016708995,-0.04097757973827927,0.07262082391106037,73,7,0.5714285714285714,0.0014285714285714286
2009-03-31,2009-02-28,0.07179420059944404,0.07107991488515833,0.017486650796620238,0.09393176721935415,73,7,0.2857142857142857,0.0007142857142857143
2009-04-30,2009-03-31,0.03709299572828322,0.03566442429971179,0.2256778684321964,-0.29844393506892136,73,7,0.5714285714285714,0.0014285714285714286
2009-05-31,2009-04-30,0.05804413801338588,0.05732985229910016,0.19104485429528215,-0.14113878031632912,73,7,0.2857142857142857,0.0007142857142857143
2009-06-30,2009-05-31,0.04552163737332277,0.04337878023046563,0.050659363634747934,-0.03323132972210919,74,7,0.8571428571428571,0.002142857142857143
2009-07-31,2009-06-30,0.06596207078498939,0.06381921364213225,0.056222468851564344,0.04691144020681258,74,7,0.8571428571428571,0.002142857142857143
2009-08-31,2009-07-31,0.11487755585015706,0.11273469870729992,0.12690395936063067,-0.12357327720117038,78,7,0.8571428571428571,0.002142857142857143
2009-09-30,2009-08-31,0.12046861499942677,0.11832575785656962,0.12651607251428823,-0.0758396416948526,78,7,0.8571428571428571,0.002142857142857143
2009-10-31,2009-09-30,-0.0372701024498938,-0.04012724530703666,-0.029526759248678643,-0.05207984911493023,78,7,1.1428571428571428,0.002857142857142857
2009-11-30,2009-10-31,-0.05349749149836628,-0.05492606292693771,-0.011077213355679062,-0.004951182009132804,78,7,0.5714285714285714,0.0014285714285714286
2009-12-31,2009-11-30,0.05929567541684268,0.05643853255969982,0.06559001345588718,0.027028703079902204,78,7,1.1428571428571428,0.002857142857142857
2010-01-31,2009-12-31,-0.05301968153300903,-0.05516253867586617,-0.05424767851669754,-0.021088402599981723,78,7,0.8571428571428571,0.002142857142857143
2010-02-28,2010-01-31,0.03235648120532545,0.030927909776754022,0.03286455520330993,0.045452826882685815,74,7,0.5714285714285714,0.0014285714285714286
2010-03-31,2010-02-28,0.14001029342672136,0.13929600771243564,0.07406259467108271,0.13643176654159606,74,7,0.2857142857142857,0.0007142857142857143
2010-04-30,2010-03-31,-0.06280152294817243,-0.06423009437674386,-0.031433114450455116,-0.02419281839369679,74,7,0.5714285714285714,0.0014285714285714286
2010-05-31,2010-04-30,0.019644945364009483,0.018930659649723767,0.004270992258882023,0.039056416694140395,74,7,0.2857142857142857,0.0007142857142857143
2010-06-30,2010-05-31,0.12225312816062298,0.1186816995891944,0.09275932376544051,0.07674307025336292,74,7,1.4285714285714284,0.003571428571428571
2010-07-31,2010-06-30,0.1605469148479536,0.1591183434193822,0.10275030437056001,0.11853108852029849,74,7,0.5714285714285714,0.0014285714285714286
2010-08-31,2010-07-31,-0.016831152288576758,-0.020402580860005327,0.12079145036724799,-0.20207973690602066,77,7,1.4285714285714284,0.003571428571428571
2010-09-30,2010-08-31,0.0061935684399155545,0.00547928272562984,0.06451353776876675,0.01801304249368371,77,7,0.2857142857142857,0.0007142857142857143
2010-10-31,2010-09-30,0.06360930030891858,0.06146644316606144,0.006304869786447888,0.06992502540587822,78,7,0.8571428571428571,0.002142857142857143
2010-11-30,2010-10-31,0.0046411295544244325,0.003926843840138718,-0.0161849187057146,0.058391051057398516,78,7,0.2857142857142857,0.0007142857142857143
2010-12-31,2010-11-30,0.04601070210994697,0.04529641639566125,0.026696834789810806,0.05668727810631104,78,7,0.2857142857142857,0.0007142857142857143
2011-01-31,2010-12-31,-0.12130458929793331,-0.12273316072650474,-0.07101318438516052,-0.06170150899090722,78,7,0.5714285714285714,0.0014285714285714286
2011-02-28,2011-01-31,-0.03815009555191679,-0.04029295269477393,0.010496877639253476,-0.03762682476350786,79,7,0.8571428571428571,0.002142857142857143
2011-03-31,2011-02-28,0.13664661587618573,0.13539661587618573,0.07621765456211375,0.015811204765253606,80,8,0.49999999999999994,0.0012499999999999998
2011-04-30,2011-03-31,0.09358831074334795,0.09296331074334795,0.05402234448018149,0.03089062884399761,80,8,0.25,0.000625
2011-05-31,2011-04-30,-0.10668166294529062,-0.10730666294529062,-0.02044085313181904,-0.07706775691828181,80,8,0.25,0.000625
2011-06-30,2011-05-31,-0.04719926853518616,-0.04719926853518616,-0.04659847721481799,0.040782030401136524,80,8,0.0,0.0
2011-07-31,2011-06-30,0.07723940821885043,0.07536440821885043,0.10274229164289499,0.022160626841624495,80,8,0.75,0.001875
2011-08-31,2011-07-31,-0.10217384216707012,-0.10404884216707012,-0.047987604527845895,-0.03303213223697889,80,8,0.75,0.001875
2011-09-30,2011-08-31,-0.22511058531307232,-0.22636058531307232,-0.16512127939574503,-0.03640248613531591,80,8,0.5,0.00125
2011-10-31,2011-09-30,0.08596476444077614,0.08408976444077614,0.019422137196513645,0.0964977942398496,80,8,0.75,0.001875
2011-11-30,2011-10-31,0.10390221121256893,0.10077721121256893,0.0755158955761181,0.06058330896038375,80,8,1.25,0.003125
2011-12-31,2011-11-30,0.0038338987934556784,0.0019588987934556785,0.0331594043848311,-0.017904185137066486,80,8,0.75,0.001875
2012-01-31,2011-12-31,0.06499606302914401,0.06374606302914401,0.0736170187924069,-0.0557173248748464,80,8,0.5,0.00125
2012-02-29,2012-01-31,0.05042908672923593,0.048554086729235925,0.06054999425029035,0.03463808250168393,79,7,0.75,0.001875
2012-03-31,2012-02-29,0.1344166723090503,0.13370238659476458,0.0386754875620521,0.11817056182327923,79,7,0.2857142857142857,0.0007142857142857143
